Facility_Name,Facility_Type,Latitude,Longitude,Data_Sources,Confidence_Score,OSM_ID,Category,Dist_Zipline_km
Out Patient Department,Other,7.5163641,0.3728615,"OSM,HDX",0.47,8620727868,Other,52.712777495021136
Out Patient Department,Other,6.784763,0.4447492,OSM,0.33,930760653,Other,45.24985489980241
Saboro Vertinary Centre,Other,10.909332,-1.0941124,"OSM,HDX",0.47,8180022975,Other,69.85788558553303
Sickbay,Other,5.6063383,-0.0652657,OSM,0.43,1079468384,Other,78.28541418754423
UEW Counselling Centre,Other,5.3631152,-0.6313598,"OSM,HDX",0.47,7387847592,Other,95.083808276631
Unnamed Other,Other,6.0973876,-0.2568887,"OSM,HDX",0.27,6481547295,Other,23.972588515304917
Unnamed Other,Other,10.7020201,-1.2768231,OSM,0.13,729989333,Other,65.00987573837725
Unnamed Other,Other,8.500009,0.2988268,OSM,0.13,966245147,Other,84.8723877817959
Unnamed Other,Other,8.3492081,0.0477183,OSM,0.13,1146839430,Other,61.3107955347333
Van-J Eye Care,Other,5.5708323,-0.2326598,"OSM,HDX,healthsites",0.61,5952622192,Other,73.76837004390532
180 Plus Pharmacy,Pharmacy,6.4589467,-2.310808,"OSM,HDX,healthsites",0.83,7755276266,Other,36.15743046458176
1911 Drug Store,Pharmacy,6.5288329,0.2343504,"OSM,HDX,healthsites",0.81,8541483717,Other,9.11327688242828
1st Champions Pharmacy,Pharmacy,5.6005147,-0.2006455,"OSM,HDX,healthsites",0.81,6115657385,Other,71.93061241263446
24 Hour Pharmacy,Pharmacy,6.6955934,-1.628804,OSM,0.53,556149723,Other,47.94312775175023
24hr Pharmacy,Pharmacy,9.3956321,-0.8261994,"OSM,HDX,healthsites",0.82,7133423371,Other,105.25734213142519
24hrs Pharmacy,Pharmacy,5.5654645,-0.1790649,"OSM,HDX,healthsites",0.81,5893538876,Other,76.42637045365863
37 Pharmacy,Pharmacy,5.58797,-0.183796,"OSM,HDX,healthsites",0.82,7038861920,Other,73.93014440923415
3A Pharmacy,Pharmacy,5.5950592,-0.2330656,"OSM,HDX,healthsites",0.81,5966273994,Other,71.22072425224296
3rd Gate Pharmacy,Pharmacy,5.6858028,-0.1500011,"OSM,HDX,healthsites",0.82,4400511089,Other,65.90196135597643
4 Corners Herbal Centre,Pharmacy,5.2924486,-2.7767363,"OSM,HDX,healthsites",0.93,7325524085,Other,103.56016723359917
7 Days pharmacy,Pharmacy,6.7504784,-1.642154,"OSM,HDX,healthsites",0.81,6533691846,Other,43.98855930797396
A & E Pharmacy,Pharmacy,5.2671901,-1.0172193,"OSM,HDX,healthsites",0.81,8070175973,Other,121.25628020770522
A & E Pharmacy,Pharmacy,5.2650332,-1.0204381,"OSM,HDX,healthsites",0.81,8070178813,Other,121.64594329850843
A. O. Pharmacy,Pharmacy,5.5765281,-0.2169455,"OSM,HDX,healthsites",0.82,6369964730,Other,73.75270913858553
A.B. Chemist,Pharmacy,5.3745024,-0.6396927,"OSM,HDX,healthsites",0.82,8996841594,Other,94.0605200558507
ACP,Pharmacy,6.7756912,-1.6443116,"OSM,HDX,healthsites",0.81,10726712757,Other,42.05728394103102
ADD Pharma,Pharmacy,5.576906,-0.2545548,"OSM,HDX,healthsites",0.82,9041902863,Other,72.38485411756355
ATM Pharmacy,Pharmacy,4.9170592,-1.776552,"OSM,HDX,healthsites",0.81,7745167712,Other,160.37485521470327
Aban Aziz,Pharmacy,9.7968881,-2.4925249,"OSM,HDX,healthsites",0.81,13196253472,Other,194.88411237204548
Aboabo Drug Store,Pharmacy,6.1177538,-0.2347289,"OSM,HDX,healthsites",0.81,6256498497,Other,25.22060380683926
Abokobi Pharmacy,Pharmacy,5.7317627,-0.2049847,"OSM,HDX,healthsites",0.82,10302249979,Other,58.527997830386624
Accura Pharmacy,Pharmacy,5.1120657,-1.2789041,"OSM,HDX,healthsites",0.83,7316763985,Other,151.84083168353106
Achesta Pharmaceutical,Pharmacy,5.5481009,-0.2091823,"OSM,HDX,healthsites",0.81,12726535701,Other,77.00084169551701
Acts Pharmacy,Pharmacy,5.5986191,-0.0994175,"OSM,HDX,healthsites",0.81,9160879618,Other,77.0532947212582
Adabor Liberary,Pharmacy,9.4321795,-0.8593673,"OSM,HDX,healthsites",0.82,6657453049,Other,101.37095122881544
Add Pharma,Pharmacy,5.6003506,-0.1973401,"OSM,HDX,healthsites",0.81,7171466999,Other,72.08653916681536
Add Pharmacy,Pharmacy,5.5904117,-0.2303267,"OSM,HDX,healthsites",0.81,6376476022,Other,71.80625751537161
AdePharmacy,Pharmacy,6.0064466,0.6152706,"OSM,HDX,healthsites",0.81,8544169870,Other,73.15965345173383
Adenta Pharmacy,Pharmacy,5.7014775,-0.1719907,"OSM,HDX,healthsites",0.81,6293319260,Other,63.19892125452887
Adepa Pharmacy,Pharmacy,5.5993602,-0.1878245,"OSM,HDX,healthsites",0.81,5991635395,Other,72.59653460234684
Adepharma Limited - Wholesale Only,Pharmacy,5.9991558,0.5960627,"OSM,HDX,healthsites",0.81,6037962463,Other,72.3221435885696
Adniad Pharmacy,Pharmacy,5.7134964,-0.185588,OSM,0.53,506907120,Other,61.313605133902016
Adom Chemical Shop,Pharmacy,5.2969926,-2.0001702,"OSM,HDX,healthsites",0.81,4775971607,Other,111.60756333702312
Adonai Grace Pharmacy,Pharmacy,5.6158448,-0.237316,"OSM,HDX,healthsites",0.93,6279110349,Other,68.89664891916547
Afban Pharmacy,Pharmacy,6.6634474,-1.5357105,"OSM,HDX,healthsites",0.81,11009080913,Other,46.32391896414971
Agblor Pharmacy,Pharmacy,5.605566,-1.5475454,"OSM,HDX,healthsites",0.82,8416626844,Other,121.77114744223998
Agnes Allah Pharmacy,Pharmacy,5.2882138,-2.7717155,"OSM,HDX,healthsites",0.92,7329666985,Other,103.8334040275078
Agnes Boateng,Pharmacy,6.8503377,-1.3960604,"OSM,HDX,healthsites",0.81,4594011197,Other,22.60855904555153
Agnes Doris Pharmacy,Pharmacy,5.6388504,-0.7247921,"OSM,HDX,healthsites",0.81,7913715404,Other,69.56743305796476
Agya Nti,Pharmacy,7.0040968,-2.1669627,"OSM,HDX,healthsites",0.81,10876753202,Other,86.5222289482925
Agya OSEI,Pharmacy,6.8497107,-1.395652,"OSM,HDX,healthsites",0.81,4598936890,Other,22.67552928677016
Ahmed Iddrisu Chemical Seller,Pharmacy,9.4039954,-0.8854043,"OSM,HDX,healthsites",0.82,7047185832,Other,104.68901084774605
Aide Chemist Pharmacy,Pharmacy,5.6323698,-0.0763625,"OSM,HDX,healthsites",0.83,10965601562,Other,75.19951380363685
Aide Chemists,Pharmacy,5.6788371,-0.1750694,"OSM,HDX,healthsites",0.81,5730097211,Other,65.24857290045217
Aide Pharmacy,Pharmacy,5.7028992,-0.1506608,"OSM,HDX,healthsites",0.81,6234158807,Other,64.23148454371237
Aide Pharmacy,Pharmacy,5.7472575,-0.1894062,"OSM,HDX,healthsites",0.93,7331974110,Other,57.836601548260134
Aide Pharmacy,Pharmacy,5.680831,-0.1974867,"OSM,HDX,healthsites",0.81,7625364314,Other,63.94530445510285
Akpabe Pharmacy Limited,Pharmacy,5.6703643,-0.2054169,"OSM,HDX,healthsites",0.81,7634539648,Other,64.62477490456509
Al- Fridaws,Pharmacy,5.6462763,-0.3306562,"OSM,HDX,healthsites",0.81,11384651013,Other,62.848734785417335
Al-Adil Pharmacy,Pharmacy,6.70305,-1.5991518,"OSM,HDX,healthsites",0.81,11062114360,Other,45.47786028580987
Alaska Pharmacy,Pharmacy,5.6187279,-0.0543189,"OSM,HDX,healthsites",0.92,4479634129,Other,77.80398003616388
Alba,Pharmacy,6.6757428,-1.5607304,"OSM,HDX,healthsites",0.82,10777249683,Other,46.14768490622402
Albar Pharmacy,Pharmacy,6.6976838,-1.7022028,"OSM,HDX,healthsites",0.81,6091142233,Other,52.74796411494587
Albert A. Arma,Pharmacy,5.2916319,-2.7770656,"OSM,HDX,healthsites",0.93,7325598086,Other,103.65736385823418
Albert Mensah Cemical store,Pharmacy,6.1946355,-2.3231006,"OSM,HDX,healthsites",0.83,7619067100,Other,17.917469383934193
Alex K. Okwaisie Pharmarcy,Pharmacy,5.1769951,-1.1222592,"OSM,HDX,healthsites",0.81,8142883219,Other,135.92005266632407
Alex Tawiah Chemical Store,Pharmacy,5.5960672,-0.2167711,"OSM,HDX,healthsites",0.81,8070174468,Other,71.73455828910407
Alhaji Bisuomi,Pharmacy,9.3636544,-0.8322349,"OSM,HDX,healthsites",0.82,6657361524,Other,108.81040513916885
Alhaji Chemist,Pharmacy,9.219458,-1.8582225,"OSM,HDX,healthsites",0.81,5832704543,Other,170.12607251369153
Alive Pharmaceuticals (Wholesale),Pharmacy,5.5729043,-0.2540715,"OSM,HDX,healthsites",0.93,6261963936,Other,72.82368992199142
Alive Pharmacy,Pharmacy,5.6915146,-0.0325842,OSM,0.53,933801710,Other,72.75320393984099
All Drugs Pharmacy,Pharmacy,5.6089185,-0.1047896,"OSM,HDX,healthsites",0.81,9332433917,Other,75.76923999572693
Alley Pharmacy,Pharmacy,5.6676615,-0.117153,"OSM,HDX",0.67,13078655245,Other,69.48584554565019
Almas Pharmacy,Pharmacy,5.642612,-0.0034616,"OSM,HDX,healthsites",0.81,6453274999,Other,78.99145833027818
Alpat Pharmacy,Pharmacy,5.5218887,-0.46925,"OSM,HDX,healthsites",0.81,10284262083,Other,75.33137059753797
Alpat Pharmacy Limited,Pharmacy,6.1186148,1.1886932,"OSM,HDX,healthsites",0.81,6189309689,Other,120.69207304463245
Alpha Duo Pharma Ltd,Pharmacy,6.6799463,-1.6040538,"OSM,HDX,healthsites",0.81,5355072423,Other,47.95085065587944
Amanark Pharmacy,Pharmacy,5.6863487,-0.0292839,OSM,0.53,937058396,Other,73.42728953467163
American Pharmacy,Pharmacy,5.6449146,-0.0854334,"OSM,HDX,healthsites",0.82,10967499923,Other,73.4888253031654
Ami Pharmacy,Pharmacy,5.5933982,-0.2523777,"OSM,HDX,healthsites",0.81,7215950604,Other,70.71593645809158
Amicus Pharmacy,Pharmacy,6.0945611,-0.2564087,"OSM,HDX,healthsites",0.81,6310119701,Other,24.172191923117207
Amicus Pharmacy,Pharmacy,6.098555,-0.2628491,"OSM,HDX,healthsites",0.81,6395651958,Other,23.334142686262762
Amnex,Pharmacy,5.5880529,-0.0989871,"OSM,HDX,healthsites",0.81,5321471739,Other,78.09211730397402
Ampoma,Pharmacy,5.6679793,-0.2425542,"OSM,HDX,healthsites",0.81,10249860093,Other,63.286111415875865
Anasapharma Limited,Pharmacy,5.5611257,-0.1851768,"OSM,HDX,healthsites",0.81,5128390091,Other,76.61113265183705
Angola Road Chemists Limited,Pharmacy,5.5624183,-0.1873077,"OSM,HDX,healthsites",0.81,5128388438,Other,76.38989084719242
AnsaPharma,Pharmacy,5.5491314,-0.2298996,"OSM,HDX,healthsites",0.81,6974715277,Other,76.14115560805402
Anthony Evans Nyankey,Pharmacy,5.8226513,-2.8220206,"OSM,HDX,healthsites",0.81,8199137379,Other,54.54867474399485
Apanyin Pharmacy,Pharmacy,5.6795025,-0.1750682,"OSM,HDX,healthsites",0.81,10608637242,Other,65.18330254352622
Arlin Pharmacy,Pharmacy,5.6506956,-0.0710995,"OSM,HDX,healthsites",0.82,10912960050,Other,73.83397793964204
Armstrong Ampontuah,Pharmacy,5.2906085,-2.7775193,"OSM,HDX,healthsites",0.93,7325282485,Other,103.7805828596556
Asanco,Pharmacy,5.593446,-0.0944709,"OSM,HDX,healthsites",0.81,9351803221,Other,77.82255721019071
Ascot Pharmacy,Pharmacy,5.305091,-1.9881589,"OSM,HDX,healthsites",0.81,10593471821,Other,111.4729994609821
"Ascot Pharmacy, Wholesale",Pharmacy,5.6066778,-0.2479471,"OSM,HDX,healthsites",0.81,10307345655,Other,69.47150958375043
Aseda Nka Nyame Pharmacy,Pharmacy,5.548129,-0.2091956,"OSM,HDX,healthsites",0.81,12726535802,Other,76.99741811333304
Aseda Pharmaceuticals ltd,Pharmacy,5.1135097,-1.2483685,"OSM,HDX,healthsites",0.81,5781362108,Other,149.68127943881592
Ashaiman Pharmacy,Pharmacy,5.6847732,-0.0387008,"OSM,HDX,healthsites",0.82,5188828824,Other,72.9131062647401
Ashby's Pharmacy,Pharmacy,6.700006,-1.7110899,"OSM,HDX,healthsites",0.81,11145076619,Other,53.21529384916189
Ashgin Pharmacy,Pharmacy,5.128735,-1.2745168,"OSM,HDX,healthsites",0.82,6588784108,Other,150.08240441838197
Ashgin Pharmacy,Pharmacy,5.1038348,-1.2866986,"OSM,HDX,healthsites",0.94,7317073985,Other,153.08882472448352
Aslina Chemist,Pharmacy,6.7588843,-1.6455713,"OSM,HDX,healthsites",0.81,6533634741,Other,43.53045879995759
Asuo Afram Chemists Ghana Limited,Pharmacy,5.5830917,-0.1978917,OSM,0.63,705954643,Other,73.83114203307844
Asylum Down Pharmacy,Pharmacy,5.572353,-0.200136,"OSM,HDX,healthsites",0.82,4157336040,Other,74.84381537306604
Atis Pharmacy,Pharmacy,5.7486058,-0.1506539,"OSM,HDX,healthsites",0.81,9400800440,Other,59.93714058494645
Ato Drugstore,Pharmacy,5.6109061,-1.5498823,"OSM,HDX,healthsites",0.92,10284763704,Other,121.24166772286821
Atomic Road Pharmacy,Pharmacy,5.6677355,-0.2077111,"OSM,HDX,healthsites",0.81,10284183819,Other,64.78576786438606
Atta & Atta Pharmacy,Pharmacy,6.4675102,-0.8914768,OSM,0.53,1123740528,Other,57.31370978768675
Auguelix Herbal Shop,Pharmacy,5.6124819,-0.2430863,"OSM,HDX,healthsites",0.82,6290813562,Other,69.03628831907264
Augustine K.F. Allotey,Pharmacy,5.1043748,-1.2504478,"OSM,HDX,healthsites",0.81,8109186410,Other,150.63187795748146
Ave Maria Pharmacy,Pharmacy,5.1130245,-1.2535141,"OSM,HDX,healthsites",0.81,6512781822,Other,150.06349861869808
Avenue Chemist,Pharmacy,5.5973645,-0.2294546,"OSM,HDX,healthsites",0.81,7881397955,Other,71.11418485501639
Aviation Road Pharmacy,Pharmacy,5.6977946,-0.1468589,"OSM,HDX,healthsites",0.81,6253492898,Other,64.93180797827772
Axis Pharmacy,Pharmacy,5.5774921,-0.181968,"OSM,HDX,healthsites",0.81,6869905697,Other,75.07573995959216
Ayrton Drugs,Pharmacy,4.8965053,-1.7572389,"OSM,HDX,healthsites",0.81,7758303994,Other,163.40635786498487
Aython Drugs,Pharmacy,5.5946388,-0.2333549,"OSM,HDX,healthsites",0.81,5627808037,Other,71.25398900907939
Ayurveda Pharmacy,Pharmacy,7.0170222,0.3200009,"OSM,HDX,healthsites",0.82,12468087145,Other,60.98748744128295
Azater Health Services Limited,Pharmacy,5.6451441,-0.0882547,"OSM,HDX,healthsites",0.82,10967499922,Other,73.29812568224061
Azeko Sadiatu Salifu,Pharmacy,10.809208,-0.8548218,"OSM,HDX,healthsites",0.81,6989602447,Other,51.43321333488891
Azumah Pharmacy,Pharmacy,9.3972551,-0.8223062,"OSM,HDX,healthsites",0.82,10101323873,Other,105.06863200944609
B.B.S Pharmacy Limited,Pharmacy,5.6000568,-0.0831915,"OSM,HDX,healthsites",0.81,5714073663,Other,77.82807880026647
B4 Pharmacy,Pharmacy,6.0943025,-0.2584044,"OSM,HDX,healthsites",0.81,6388042409,Other,23.994755270569353
Baccenta Pharmacy,Pharmacy,5.6801082,-0.1730911,"OSM,HDX,healthsites",0.81,6772261844,Other,65.22505348090509
Baka Pharmacy,Pharmacy,9.4043346,-0.8769929,"OSM,HDX,healthsites",0.82,6644128284,Other,104.57647979489994
Ballis Pharmacy,Pharmacy,5.5698955,-0.2336629,"OSM,HDX,healthsites",0.81,5956713515,Other,73.83102861002044
Bankaman Pharmacy,Pharmacy,9.3811808,-0.8487882,"OSM,HDX,healthsites",0.82,6657361490,Other,106.94168946834861
Barliza pharmacy,Pharmacy,6.8041691,-2.5214984,"OSM,HDX,healthsites",0.82,6746063694,Other,68.92633540966418
Bart Brown,Pharmacy,5.7461765,-0.1785562,"OSM,HDX,healthsites",0.81,8708704008,Other,58.539587473938084
Baseline,Pharmacy,5.5518135,-0.2096227,"OSM,HDX,healthsites",0.81,7296409694,Other,76.59827738080115
Baseline,Pharmacy,5.5469989,-0.2099842,"OSM,HDX,healthsites",0.81,7727437261,Other,77.08524872332698
Baseline Pharmacy,Pharmacy,10.0554235,-2.505265,"OSM,HDX,healthsites",0.81,11361328455,Other,189.23260086393785
Beach Road Pharmacy,Pharmacy,5.5806842,-0.1069705,"OSM,HDX,healthsites",0.81,6492135185,Other,78.37498610431271
Beanathan Pharmacy,Pharmacy,5.6863921,-0.1944211,"OSM,HDX,healthsites",0.81,9229859744,Other,63.53897122684188
Bedita,Pharmacy,5.6279606,-0.1693977,"OSM,HDX,healthsites",0.82,7051293354,Other,70.56264828741463
Bedita Pharmacy Limited,Pharmacy,5.6119229,-0.2032496,"OSM,HDX,healthsites",0.81,1251736946,Other,70.65385260041703
Beked,Pharmacy,6.9637589,-1.6787319,"OSM,HDX,healthsites",0.81,10706432891,Other,33.91857529666548
Belah Pharmacy,Pharmacy,5.6758218,-0.1915603,"OSM,HDX,healthsites",0.81,5732666951,Other,64.72886688593387
Benalice,Pharmacy,5.6715518,-0.1898203,"OSM,HDX,healthsites",0.81,4972577043,Other,65.23789078700227
Benalice,Pharmacy,5.6353239,-0.2407495,"OSM,HDX,healthsites",0.81,7182261015,Other,66.7407990961275
Benatash Pharmacy,Pharmacy,5.567135,-0.2135498,"OSM,HDX,healthsites",0.82,7218556808,Other,74.85747276442764
Bencyn Pharmacy,Pharmacy,10.8903945,-1.0877145,"OSM,HDX,healthsites",0.84,2306715205,Other,67.67531895805142
Bencyn Pharmacy,Pharmacy,10.7836187,-0.8495675,"OSM,HDX,healthsites",0.81,7055472811,Other,48.557562274844585
Bendi Chemist Limited,Pharmacy,5.6308156,-0.2662486,"OSM,HDX,healthsites",0.81,10891973969,Other,66.30726962380146
Benedicta Twumwaa licensed shop,Pharmacy,6.2724839,-2.3169406,"OSM,HDX,healthsites",0.81,5126073022,Other,21.070864484263183
Benzu Pharmacy,Pharmacy,10.8723152,-1.0803368,"OSM,HDX,healthsites",0.81,9929446917,Other,65.52890323949431
Best Life Pharmacy,Pharmacy,7.3443303,-2.3021697,"OSM,HDX,healthsites",0.81,10237512924,Other,106.19655647248959
Biakoye,Pharmacy,5.5482459,-0.2092645,"OSM,HDX,healthsites",0.82,11281141572,Other,76.98266335689084
Big Maron Pharmacy,Pharmacy,5.6072496,-0.2569144,"OSM,HDX,healthsites",0.81,6314371221,Other,69.10388812071487
Bimex,Pharmacy,5.5981909,-0.2236812,"OSM,HDX,healthsites",0.81,7140706354,Other,71.2467271909577
Biolink Pharmacy,Pharmacy,5.9215504,-0.0517883,"OSM,HDX,healthsites",0.81,6016629534,Other,53.6006082225891
Biomed Pharmacia,Pharmacy,5.1147125,-1.2929303,"OSM,HDX,healthsites",0.81,6510966540,Other,152.5587233403808
Biotic Pharmacy,Pharmacy,5.6388538,-0.1240158,"OSM,HDX,healthsites",0.82,5819906953,Other,71.83790006390683
Biotic Pharmacy Limited,Pharmacy,5.5893791,-0.0988297,"OSM,HDX,healthsites",0.81,6700469570,Other,77.97307477079904
Biotic Pharmacy Limited,Pharmacy,5.5887491,-0.0989237,"OSM,HDX,healthsites",0.81,6930620869,Other,78.02856331520294
Blue Cross Pharmacy,Pharmacy,5.1411163,-1.2828604,"OSM,HDX,healthsites",0.81,6511815840,Other,149.571676363561
Blue Light Pharmacy,Pharmacy,10.02084,-2.4874583,"OSM,HDX",0.67,13534803218,Other,188.01644532622643
Boakye Ansah Pharmacy,Pharmacy,5.1120076,-1.2455582,"OSM,HDX,healthsites",0.82,6532592715,Other,149.63059083881006
BrainTree,Pharmacy,5.6323029,-0.1346255,"OSM,HDX,healthsites",0.82,6825058462,Other,71.89660451508976
Brakatu Pharmacy,Pharmacy,5.3048435,-1.9921114,"OSM,HDX,healthsites",0.82,3499968761,Other,111.28160274035726
Bridge View Pharmacy,Pharmacy,5.6455651,-0.2465863,"OSM,HDX,healthsites",0.81,7222513545,Other,65.45610518343658
Bridging Pharmacy,Pharmacy,4.9041657,-1.8023824,"OSM,HDX,healthsites",0.81,9609544143,Other,160.250864931256
Bright Kwasi Ameho,Pharmacy,5.7572346,-0.1916517,"OSM,HDX,healthsites",0.82,7332075463,Other,56.75439097647236
Bro.TONNY,Pharmacy,6.850168,-1.3970805,"OSM,HDX,healthsites",0.81,4594133293,Other,22.633395036635722
Brobbson Pharmacy,Pharmacy,5.621577,-0.0710815,"OSM,HDX,healthsites",0.81,4990644968,Other,76.51936295547208
Brobbson Pharmacy,Pharmacy,5.7232451,0.0178501,"OSM,HDX,healthsites",0.81,6466793970,Other,73.83187465414039
Bubune Pharmacy,Pharmacy,5.6515134,-0.2092634,"OSM,HDX,healthsites",0.81,8898883192,Other,66.35993670837185
Bucee Phamarcy,Pharmacy,5.1109978,-1.2445477,"OSM,HDX,healthsites",0.82,6532565401,Other,149.65448066006542
Burma Camp Pharmacy,Pharmacy,5.5972645,-0.1522941,"OSM,HDX,healthsites",0.81,9595320827,Other,74.44360610411314
C. T. Kpabitey,Pharmacy,5.5866884,-0.2060965,OSM,0.53,711850022,Other,73.12692094636776
CA Pharmacy,Pharmacy,5.7291853,-0.3127303,"OSM,HDX,healthsites",0.81,9602396228,Other,54.40951869711368
CBV,Pharmacy,5.6319752,-0.0953125,"OSM,HDX,healthsites",0.81,11128842745,Other,74.11488094768234
CEK Pharmacy,Pharmacy,6.0743135,1.0373913,"OSM,HDX,healthsites",0.81,11404156499,Other,107.10016174883337
CP,Pharmacy,6.2218955,-0.3655684,"OSM,HDX,healthsites",0.81,5535787467,Other,9.17252507451611
Calmart,Pharmacy,9.4493186,-0.8450981,"OSM,HDX,healthsites",0.81,6544013171,Other,99.39470443835067
Camden,Pharmacy,5.5762134,-0.1376386,"OSM,HDX,healthsites",0.81,7266056585,Other,77.24830760263276
Capa Chemist,Pharmacy,5.6520731,-0.0640532,"OSM,HDX,healthsites",0.81,6700736590,Other,74.15050781605906
Cape Coast Pharmacy,Pharmacy,5.1107306,-1.2442697,"OSM,HDX,healthsites",0.82,6532574094,Other,149.66013469574307
Cape Coast Pharmacy,Pharmacy,5.1115394,-1.2452745,"OSM,HDX,healthsites",0.82,6532592717,Other,149.65375720186643
Cape Pill Pharmacy,Pharmacy,5.1370121,-1.2790489,"OSM,HDX,healthsites",0.83,7313037097,Other,149.66771355128472
Cardinal Mensah,Pharmacy,5.613498,-0.2357984,"OSM,HDX,healthsites",0.93,6285113074,Other,69.1975767230414
Casablanca Pharmacy,Pharmacy,6.715766,-1.6337952,"OSM,HDX,healthsites",0.81,6088776924,Other,46.43670936577687
Cecilia S. Azabu,Pharmacy,10.78719,-0.8287724,"OSM,HDX,healthsites",0.82,6853284073,Other,48.76863170601624
Cedar Chemist,Pharmacy,5.6652651,-0.1300622,"OSM,HDX",0.67,12453587543,Other,68.97538616840653
Cel Chemist,Pharmacy,7.1528136,0.4755858,"OSM,HDX,healthsites",0.82,9526954311,Other,81.20948221295748
Celtics Pharmacy,Pharmacy,5.2866203,-1.9994694,"OSM,HDX,healthsites",0.81,10226504606,Other,112.65194964570705
Chamalt Pharmacy,Pharmacy,9.3983044,-0.8436615,"OSM,HDX,healthsites",0.81,1877213265,Other,105.024742586989
Chara Pharmacy,Pharmacy,5.5836669,-0.2083915,"OSM,HDX,healthsites",0.81,6198695885,Other,73.34668638554763
Charis Pharma,Pharmacy,5.6776032,-0.0467172,"OSM,HDX,healthsites",0.81,9150839718,Other,72.99651406579478
Chrismark,Pharmacy,5.5904421,-0.2552326,"OSM,HDX,healthsites",0.81,7198689151,Other,70.93261501174209
Christ is the Answer Licensed Over the Counter Medicine Seller,Pharmacy,6.1709673,-0.4269534,OSM,0.53,1412656512,Other,4.105134441859203
Christian Attuah Chemicals Shop,Pharmacy,6.2168228,-0.3666606,"OSM,HDX,healthsites",0.82,8438553051,Other,8.940154790833262
Christian Pharmacy,Pharmacy,5.5829907,-0.1049628,"OSM,HDX,healthsites",0.81,6492135186,Other,78.25829188108449
Citi Pharmacy,Pharmacy,6.6102479,0.4749558,"OSM,HDX,healthsites",0.82,6549372324,Other,37.08718010083589
City Chemicals,Pharmacy,5.3482088,-0.6286506,"OSM,HDX,healthsites",0.81,7388379167,Other,96.63093460487697
Claks Mosk Chemist,Pharmacy,5.5204002,-0.3279806,"OSM,HDX,healthsites",0.81,7775290904,Other,76.58005589561571
Classfam Pharmacy,Pharmacy,5.1132602,-1.2523838,"OSM,HDX,healthsites",0.81,8081791671,Other,149.96795874751174
Clinic Diagnostic Pharmacy,Pharmacy,5.5580563,-0.1539527,"OSM,HDX,healthsites",0.81,6917993313,Other,78.29043461169815
Cole Pharmacy,Pharmacy,5.5221313,-0.4738164,"OSM,HDX,healthsites",0.81,10284310237,Other,75.32339472527721
Colliers Pharmacy,Pharmacy,5.5733428,-0.2601958,"OSM,HDX,healthsites",0.81,8003263177,Other,72.58195472441011
Collins Owusu-Ansah,Pharmacy,10.791775,-0.7918257,OSM,0.53,725256413,Other,49.21388413625835
Country Pharmacy and Laboratory,Pharmacy,5.5848113,-0.2742495,"OSM,HDX,healthsites",0.81,10279563584,Other,70.93320859526725
Cramer Chemist,Pharmacy,4.8971823,-1.7652746,"OSM,HDX,healthsites",0.81,5046972668,Other,162.90381165140113
CrossRoad,Pharmacy,5.615293,-0.0735428,"OSM,HDX,healthsites",0.82,6470868779,Other,76.95754677039419
Crystal,Pharmacy,5.6609133,-0.2372601,"OSM,HDX,healthsites",0.81,7471974190,Other,64.22570301474931
Crystal Tabs Pharmacy,Pharmacy,5.6613387,-0.2371331,"OSM,HDX,healthsites",0.81,10249822220,Other,64.18688760670791
CureAid,Pharmacy,5.6924729,-0.1714043,"OSM,HDX,healthsites",0.83,5741247520,Other,64.10495438409885
D. B. Twumasi Chemicals OTC Medicine,Pharmacy,6.2132762,-1.6884994,"OSM,HDX,healthsites",0.81,6497613227,Other,88.1637890979573
DC Pharmacy,Pharmacy,6.2328892,0.0920081,"OSM,HDX,healthsites",0.81,11132284640,Other,29.323641034381428
DE-MAKS Pharmacy,Pharmacy,6.7006375,-1.5504453,"OSM,HDX,healthsites",0.81,4955246621,Other,43.171680961285404
Dadmum Pharmacy,Pharmacy,6.7513731,-1.642106,"OSM,HDX,healthsites",0.81,4881656377,Other,43.90953576004114
Danfoss chemicals,Pharmacy,5.2908988,-2.7772525,"OSM,HDX,healthsites",0.93,7325629086,Other,103.74084771704116
Daniel A. Tetteh ( Awokye Drug Store),Pharmacy,6.0164575,-0.0778634,"OSM,HDX,healthsites",0.81,6256037003,Other,45.678483738880765
Danpong Pharmacy,Pharmacy,5.6060936,-0.0772346,"OSM,HDX,healthsites",0.81,6419800386,Other,77.60233651124635
Danpong Pharmacy,Pharmacy,7.3348348,-2.3198918,"OSM,HDX,healthsites",0.81,6814427686,Other,107.75847072344844
Danpong Pharmacy,Pharmacy,6.6842228,-1.6377275,"OSM,HDX,healthsites",0.81,10695780025,Other,49.537667345499386
Dans Chemist,Pharmacy,5.5714395,-0.215788,"OSM,HDX,healthsites",0.82,5752197975,Other,74.32523895140505
Danslob Pharmacy Limited,Pharmacy,5.6494273,-0.2514864,"OSM,HDX,healthsites",0.81,7927557097,Other,64.87188507845562
Davjoel Pharmacy,Pharmacy,5.8886536,-0.0895671,"OSM,HDX,healthsites",0.81,6431425985,Other,52.58193388668646
Day By Day,Pharmacy,4.9000663,-1.7600591,"OSM,HDX,healthsites",0.81,6386095104,Other,162.9095945412543
Day and Night Pharmacy,Pharmacy,5.5302943,-0.26273,"OSM,HDX,healthsites",0.82,2026403682,Other,77.08434361839353
