Facility_Name,Facility_Type,Latitude,Longitude,Data_Sources,Confidence_Score,OSM_ID,Category,Dist_Zipline_km
Baika Health Centre Maternity Block,Health_Post,7.2346091,0.5313464,"OSM,HDX",0.67,8927737627,Other,86.52407500205153
Beme Chps,Health_Post,6.9188375,0.265465,"OSM,HDX",0.67,8907827160,Other,48.933425824938176
Biheco CHPs,Health_Post,7.0060898,0.2850063,"OSM,HDX",0.67,8901949247,Other,58.820484185048194
Botoku Health Centre,Health_Post,6.7597962,0.2670096,"OSM,HDX",0.67,8917498769,Other,32.151250364389675
Bume-Wuve Chps Compound,Health_Post,6.8664989,0.2645838,"OSM,HDX",0.67,8917489766,Other,43.29969471564543
Buoyem Community Health Centre,Health_Post,7.6660061,-1.9609524,OSM,0.53,922519564,Other,92.79098530277285
Chiaso CHPs Compound,Health_Post,8.1775587,0.5123996,"OSM,HDX",0.67,8645208856,Other,71.48372516910148
Dafor CHPs,Health_Post,7.0881951,0.3063089,"OSM,HDX",0.67,8907837424,Other,68.19885609846519
Dagadu CHPS Compound,Health_Post,7.6114215,-2.3864246,OSM,0.53,7251099486,Other,126.52042301584898
Dekpoe Chps Compound,Health_Post,6.1269822,0.4940932,"OSM,HDX",0.67,8979649623,Other,54.26383788418859
Dodi-Mempeasem CHPS Compound,Health_Post,7.6338203,0.5161291,"OSM,HDX",0.67,8645228617,Other,61.082000818706476
Emli Chps Compound,Health_Post,6.7943889,0.3719297,"OSM,HDX",0.67,8955295010,Other,40.99552975398384
Fodome Helu Health Centre,Health_Post,7.074275,0.5069377,"OSM,HDX",0.67,8917515523,Other,75.14201622264812
Fodome Woe Chps,Health_Post,7.0694212,0.5170874,"OSM,HDX",0.67,8917491104,Other,75.25809584339208
Gbefi CHPS Compound,Health_Post,6.9985532,0.3829829,"OSM,HDX",0.67,8907837427,Other,61.44799699673081
Gbefi CHPS Maternity Ward,Health_Post,6.9987337,0.3830675,"OSM,HDX",0.67,8907821145,Other,61.47002920610919
Gbi-Akplamafu Chps Compound,Health_Post,7.1125559,0.4074599,"OSM,HDX",0.67,8917506332,Other,74.136294203715
Gbi-Wegbe Health Centre,Health_Post,7.1114554,0.4590855,"OSM,HDX",0.67,8917477772,Other,76.29567973176036
Gbledi Gborgame Health Centre,Health_Post,7.032101,0.5591964,"OSM,HDX",0.67,8946879617,Other,74.41278255537888
Golokwati Health Centre,Health_Post,7.0007711,0.4374969,"OSM,HDX",0.67,8920617155,Other,64.29394870514744
Goviefe Todzi Chps Compound,Health_Post,6.6899413,0.3420069,"OSM,HDX",0.67,8955305416,Other,29.838796249941325
Gradzeme CHPs Compound,Health_Post,6.8613088,0.4417335,"OSM,HDX",0.67,8583243164,Other,51.50780279501512
Hasu Community Polyclinic,Health_Post,6.489972,0.4875221,"OSM,HDX",0.67,8960872725,Other,35.9513898929097
Hoe Klave CHPs Compound,Health_Post,6.7855926,0.5227361,"OSM,HDX",0.67,8564390394,Other,51.635596433912916
Kanania CHPS Compound,Health_Post,10.8306871,-1.2241631,OSM,0.53,1485746531,Other,70.5810783915865
Kanania CHPS Compound,Health_Post,10.8304895,-1.2241314,OSM,0.53,1485746532,Other,70.56225826164497
Kodiabe Chps Compound,Health_Post,6.4899944,0.5044587,"OSM,HDX",0.67,8960809477,Other,37.824755835738245
Kodzofe Chps Compound,Health_Post,7.1443234,0.5214457,"OSM,HDX",0.67,8952081320,Other,82.67095174030486
Koloenu Chps Compound,Health_Post,7.0403248,0.4259965,"OSM,HDX",0.67,8920657509,Other,67.62179976309379
Kpando Fesi CHPs,Health_Post,7.036299,0.3009703,"OSM,HDX",0.67,8907829654,Other,62.485021501285125
Kpando Gadza Centre (Clinic),Health_Post,7.0165343,0.3184037,"OSM,HDX",0.67,8907849015,Other,60.88556068490718
Kpetsu Chps Compound,Health_Post,6.4264214,0.5145353,"OSM,HDX",0.67,8960832179,Other,39.541927062556574
Kpotame Health Centre,Health_Post,5.9766659,0.5257036,"OSM,HDX",0.67,8986141401,Other,69.42187598869535
Kpoviadzi Health Centre,Health_Post,6.2028133,0.7097067,"OSM,HDX",0.67,8979639979,Other,68.29143154652363
Kudzra Health Centre,Health_Post,6.9622533,0.3397988,"OSM,HDX",0.67,8917502645,Other,55.93897765401748
Kukurantumi Chps Compound,Health_Post,7.2619208,0.5683691,"OSM,HDX",0.67,8946638451,Other,87.3272820616282
Lekanti Chps Compound,Health_Post,7.3327939,0.5884733,"OSM,HDX",0.67,8946656582,Other,83.94423947174488
Leklebi Dugah Health Centre,Health_Post,6.9598571,0.4982659,"OSM,HDX",0.67,8946866249,Other,63.994265509990186
Leklebi Kame Health Centre,Health_Post,6.9676671,0.5159688,"OSM,HDX",0.67,8952053227,Other,65.8420357915832
Lemina CHPs Compound,Health_Post,8.5469883,0.1802583,"OSM,HDX",0.67,8645227342,Other,85.50496639122284
Liate Wote Chps Compound,Health_Post,7.021077,0.5484837,"OSM,HDX",0.67,8946863612,Other,72.7305718944158
Likpe Abrani Health Centre,Health_Post,7.2478186,0.5597641,"OSM,HDX",0.67,8927743000,Other,87.70809909490217
Likpe Agboxome Chps Compound,Health_Post,7.196096,0.5636628,"OSM,HDX",0.67,8927731891,Other,89.9425819519081
Likpe Bala Chps Compound,Health_Post,7.2029617,0.6077767,"OSM,HDX",0.67,8946829489,Other,93.08720498221257
Likpe Koforidua,Health_Post,7.2259682,0.5609731,"OSM,HDX",0.67,8960876749,Other,89.49716145857205
Likpe Mate Chps Compound,Health_Post,7.1794214,0.6071113,"OSM,HDX",0.67,8960868745,Other,90.84875366643789
Logba Alakpeti Chps Compound,Health_Post,6.8902618,0.428543,"OSM,HDX",0.67,8939658872,Other,53.28549011429256
Logba Vuinta Health Centre,Health_Post,6.9231392,0.460784,"OSM,HDX",0.67,8955309482,Other,58.29243771193435
Logba-Tota Health Centre,Health_Post,6.8902401,0.453473,"OSM,HDX",0.67,8939631985,Other,54.85335672322759
Lolobi Kumasi Health Centre,Health_Post,7.2188381,0.5287318,"OSM,HDX",0.67,8927713023,Other,87.59229386978743
Mafi Adalekpoe Clinic,Health_Post,6.2395001,0.5886726,"OSM,HDX",0.67,8968995313,Other,54.602719625307
Mafi Agoe Chps,Health_Post,6.26482,0.5176217,"OSM,HDX",0.67,8969012905,Other,46.42747043645232
Mafi Anfoe Chps Compound,Health_Post,6.1484523,0.5415018,"OSM,HDX",0.67,8979607895,Other,56.3270945768907
Mafi Avedo Chps Compound,Health_Post,6.1336766,0.6368676,"OSM,HDX",0.67,8979649404,Other,65.53423844543053
Mafi Fiekpe Chps Compound,Health_Post,6.2571906,0.4750219,"OSM,HDX",0.67,8969008842,Other,43.009904135769766
Mafi Gidikpoe Chps,Health_Post,6.30689,0.6466089,"OSM,HDX",0.67,8969014586,Other,57.199234297378744
Mafi Kumase Health Centre,Health_Post,6.2754821,0.5713035,"OSM,HDX",0.67,8969020088,Other,50.994908725966795
Mafi Sasekpe HC,Health_Post,6.2758204,0.6145731,"OSM,HDX",0.67,8968985702,Other,55.26890593505308
Mafi Seva Chps Compound,Health_Post,6.199817,0.5036728,"OSM,HDX",0.67,8968985700,Other,49.43798027625822
Mafi Tove Chps Compound,Health_Post,6.1092918,0.6127773,"OSM,HDX",0.67,8979638860,Other,65.1232124446286
Mafi Zongo Chps Compound,Health_Post,6.2220006,0.5145028,"OSM,HDX",0.67,8969018081,Other,48.839837943957804
Makstec Clinic,Health_Post,6.2791506,0.569877,OSM,0.53,1032049032,Other,50.668198574230125
Mawuekpor Chps Compound,Health_Post,6.1974772,0.5503533,"OSM,HDX",0.67,8969009505,Other,53.64057247101268
New Ayoma Health Centre,Health_Post,7.2842245,0.58369,"OSM,HDX",0.67,8946678638,Other,86.94278983525531
New Bakpa Chps Compound,Health_Post,6.0510723,0.5400686,"OSM,HDX",0.67,8979605646,Other,63.91942314350334
Nurifafa Health Centre,Health_Post,6.4977621,0.5132416,"OSM,HDX",0.67,8960871219,Other,38.809102048449866
Nyagbo Gagbefe,Health_Post,6.8194452,0.3746088,"OSM,HDX",0.67,8955322035,Other,43.469131843082614
Odumase Health Centre,Health_Post,8.2578695,0.4378759,"OSM,HDX",0.67,8939668651,Other,71.06649693457958
Old Ayoma Health Centre,Health_Post,7.2881148,0.6335155,"OSM,HDX",0.67,8946646867,Other,90.9073403797215
Patience Angels Maternity Home,Health_Post,7.5029469,-2.91502,OSM,0.53,1482615843,Other,153.63843134122075
Planned Parenthood Association of Ghana Clinic,Health_Post,6.0015825,0.5975389,"OSM,HDX",0.67,8986166740,Other,72.23026920061649
Roman Catholic Health Centre,Health_Post,7.1491788,0.4768073,"OSM,HDX",0.67,8952060181,Other,80.90395961470233
Sabadu Health Centre,Health_Post,6.9059154,0.248124,"OSM,HDX",0.67,8907817659,Other,47.12247361629161
Santrokofi Health Centre,Health_Post,7.2146769,0.4720388,"OSM,HDX",0.67,8927724535,Other,83.80450775901025
Sasekope Chps Compound,Health_Post,6.047804,0.6044057,"OSM,HDX",0.67,8986160071,Other,69.03913111589928
Sibi Hilltop CHPs Compound,Health_Post,8.5916139,0.237714,"OSM,HDX",0.67,8645221486,Other,91.98912155787238
Sogasco Sick Bay,Health_Post,5.9916278,0.6014647,"OSM,HDX",0.67,8986168307,Other,73.34195198742913
Sokpoe Chps Compound,Health_Post,5.9923146,0.579853,"OSM,HDX",0.67,8986148774,Other,71.7220918505239
Sovie CHPs Compound,Health_Post,6.9370185,0.2897266,"OSM,HDX",0.67,8907831982,Other,51.55736339269095
St Patrick Hospital Administration,Health_Post,6.9987177,0.2877449,"OSM,HDX",0.67,8901915984,Other,58.098842109575
Supom CHPs Compound,Health_Post,7.1788628,0.0049842,OSM,0.53,1002083147,Other,68.51057692734764
Tafi Agome CHPS Compount,Health_Post,6.8485697,0.3923342,"OSM,HDX",0.67,8898903092,Other,47.2381416113969
Tefle Health Centre,Health_Post,6.0005388,0.5707322,"OSM,HDX",0.67,8986163757,Other,70.37633066961602
Tokorme Chps,Health_Post,6.8789961,0.2631492,"OSM,HDX",0.67,8917511766,Other,44.595548407714716
Torkor Health Centre,Health_Post,7.0023849,0.2706564,"OSM,HDX",0.67,8901934866,Other,58.074589570390266
Tsatee Chps,Health_Post,6.6073085,0.2462812,OSM,0.53,10011699115,Other,16.077615790067924
Tsorxor Chps Compound,Health_Post,6.6994586,0.2573327,"OSM,HDX",0.67,8917516453,Other,25.57848039024084
Tsrefe Chps Compound,Health_Post,6.5154303,0.4978602,"OSM,HDX",0.67,8960874552,Other,37.212961015984305
Ubunja CHPs Compound,Health_Post,8.5745166,0.1656577,"OSM,HDX",0.67,8645212960,Other,88.08470605125146
Unnamed Health_Post,Health_Post,5.350812,-1.6797814,OSM,0.33,9595225636,Other,128.0348163589803
Unnamed Health_Post,Health_Post,10.9256234,-0.9574527,OSM,0.33,823988428,Other,66.18246372906499
Wadamaxe CHPs Compound,Health_Post,6.8930818,0.2942218,"OSM,HDX",0.67,8907820782,Other,47.05310977110314
Wiate Soba Health Centre,Health_Post,7.0102501,0.512713,"OSM,HDX",0.67,8946819146,Other,69.48606500879973
Zanlerigu Health Center,Health_Post,10.8063698,-0.7370119,OSM,0.53,10570347974,Other,51.33004309728239
37 Military Hospital,Hospital,5.5869122,-0.1847128,OSM,0.53,786143438,Hospital,73.99794765837856
3BN Military Hospital,Hospital,7.3419817,-2.2948458,OSM,0.53,907645554,Hospital,105.34722769274343
AIMS Hospital,Hospital,5.6060797,-0.2254035,"OSM,HDX,healthsites",0.81,12917692820,Hospital,70.36226839274833
AMI Memorial Hospital,Hospital,5.3009896,-1.9948526,OSM,0.53,786540038,Hospital,111.50537653310977
Abomosu Clinic,Hospital,6.3001218,-0.7342024,"OSM,HDX,healthsites",0.81,11467012129,Hospital,33.64261139854038
Abomosu Hospital,Hospital,6.3007816,-0.734213,"OSM,HDX,healthsites",0.81,11467012128,Hospital,33.667140242388484
Abrafi Women and Children Hospital,Hospital,7.5797598,-1.9447767,OSM,0.53,788123054,Hospital,84.78226109163708
Abuakwa Health Center,Hospital,6.7012439,-1.715162,OSM,0.53,788124542,Hospital,53.42043594187959
Aburaso Health center,Hospital,6.6611852,-1.6769815,"OSM,HDX,healthsites",0.81,4621957790,Hospital,54.12849321913124
Accra Medical Centre,Hospital,5.5687182,-0.1860394,OSM,0.63,786544961,Hospital,75.79780218972643
Accra Medical Centre,Hospital,5.5694068,-0.1864111,OSM,0.53,881084468,Hospital,75.71171787535356
Accra Psychiatric Hospital,Hospital,5.5633354,-0.2045885,OSM,0.53,785911112,Hospital,75.59763333376371
Accra West Medical Centre,Hospital,5.5463886,-0.3262091,"OSM,HDX,healthsites",0.81,7775836840,Hospital,73.7851051467966
Achiase Health Centre,Hospital,5.8447952,-1.0011211,OSM,0.63,1027705627,Hospital,73.08039110892133
Achimota Hospital,Hospital,5.6298307,-0.2171964,OSM,0.53,437380195,Hospital,68.23784029558526
Ada East District Hospital,Hospital,5.8893838,0.5697255,OSM,0.53,457229787,Hospital,80.13068292466421
Adabraka Polyclinic,Hospital,5.5618213,-0.2044306,OSM,0.53,786211189,Hospital,75.76044572816005
Adidome Hospital,Hospital,6.0728658,0.4982077,OSM,0.53,970442689,Hospital,59.09868336620679
Adisadel Health Centre,Hospital,5.1192383,-1.2678575,OSM,0.53,786181414,Hospital,150.4678429481045
Advance Body Sculpture,Hospital,5.5562003,-0.3041977,OSM,0.53,672670915,Hospital,73.20268923216804
Adweso Clinic,Hospital,6.0634948,-0.253995,OSM,0.63,996908203,Hospital,26.260016353609963
Afari Military Hospital,Hospital,6.6841974,-1.7886159,OSM,0.53,556255906,Hospital,60.51580067477245
Afienya Clinic,Hospital,5.8024857,0.0059677,OSM,0.53,787456657,Hospital,66.81976176382094
Afrikids Clinic,Hospital,10.7890849,-0.8411563,OSM,0.53,787149445,Hospital,49.07309525257057
Agogo Presbyterian hospital,Hospital,6.7965698,-1.0855078,"OSM,HDX,healthsites",0.81,10675393233,Hospital,43.73520730133354
Agyakwa Hospital,Hospital,6.5383131,-0.7672648,OSM,0.53,787194009,Hospital,51.37394139524992
Agyei-Mensah Memorial Home,Hospital,6.8020922,-2.5171237,OSM,0.53,624514212,Hospital,68.6699314684552
Ahmaddiyya Hospital,Hospital,10.1697146,-2.5416345,OSM,0.53,787190436,Hospital,191.42223920464664
Ahmadiyya Muslim Hospital,Hospital,5.5385494,-0.699593,OSM,0.53,787126092,Hospital,78.62353172385488
Ahodwo New Cross Hospital,Hospital,6.6571085,-1.6223795,OSM,0.53,786534140,Hospital,51.155481062971845
Ahwenie Memorial Hospital,Hospital,6.4549977,-1.5704577,OSM,0.53,787125398,Hospital,69.38023758929751
Ahwiaso Community Hospital,Hospital,6.3157621,-2.2501706,"OSM,HDX,healthsites",0.81,9765933893,Hospital,29.85391331895365
Aiyinase Clinic,Hospital,5.0433587,-2.4650394,"OSM,HDX,healthsites",0.81,7581511128,Hospital,125.93502885401095
Akatsi District Hospital,Hospital,6.1391893,0.8082299,OSM,0.63,297185541,Hospital,81.2232003348243
Akrodie Health Centre,Hospital,6.6950068,-2.5569091,OSM,0.53,788138332,Hospital,57.29519559900049
Akumadan health centre,Hospital,7.4055884,-1.9605964,OSM,0.53,786594781,Hospital,74.44167300248017
Akuse Government Hospital,Hospital,6.0978288,0.1249559,OSM,0.63,786513575,Hospital,43.40267792410268
Al-Ayar Hospital,Hospital,5.6138369,-0.2403674,OSM,0.63,635023706,Hospital,68.9935017703364
Alpha Homeopathic & Boatnic Medical Clinic,Hospital,6.5558643,-0.7554059,OSM,0.53,603862968,Hospital,51.91913932977538
Alpha and Omega Chiropractic Health Care,Hospital,5.6478002,-0.0733104,"OSM,HDX,healthsites",0.83,10891372645,Hospital,73.96203621442615
Amasaman Hospital,Hospital,5.7019196,-0.299348,OSM,0.63,532459266,Hospital,57.71709732141642
Ambulant Station Bachabordo,Hospital,9.369194,-0.1574881,OSM,0.53,204590022,Hospital,129.2969758371052
Amen Scientific Herbal and Alternative Medical Hospital,Hospital,6.7030952,-1.6251046,OSM,0.53,787651560,Hospital,47.02701655533154
Amiah Hospital,Hospital,10.8091638,-0.8507008,OSM,0.53,787168371,Hospital,51.38105412947243
Amoah Memorial Hospital,Hospital,5.5907936,-0.2872877,OSM,0.53,738914521,Hospital,69.9188822523428
Amoako Health City,Hospital,7.5371705,-1.9417206,OSM,0.53,788120006,Hospital,81.37442861971144
Anfoega Catholic Hospital,Hospital,6.8793803,0.2765656,OSM,0.53,787651055,Hospital,45.0294518772733
Angela Catholic Clinic,Hospital,6.7634423,-3.1828005,OSM,0.53,674644209,Hospital,100.5032249792357
Aniwaa Medical Center,Hospital,6.664569,-1.535161,OSM,0.53,995254527,Hospital,46.186349420973144
Anoma Health Center,Hospital,7.7836552,-1.8712659,OSM,0.53,1077277734,Hospital,96.84189838170745
Anthon Memorial Hospital,Hospital,5.5937013,-0.2114515,OSM,0.53,786529847,Hospital,72.18932674712433
Apinto Government Hospital,Hospital,5.3057494,-1.986342,OSM,0.63,563750981,Hospital,111.50909639001729
Apradang Clinic,Hospital,6.5486346,-0.8663086,OSM,0.53,452696674,Hospital,60.19820123399784
Armah Memorial,Hospital,5.5584037,-0.2433672,OSM,0.53,788122226,Hospital,74.70662239726997
Asafo Agyei Hospital,Hospital,6.6420241,-1.6189558,OSM,0.63,787138508,Hospital,52.40838395918638
Asakraka Clinic,Hospital,6.6321641,-0.6845805,OSM,0.53,612412970,Hospital,54.323879795547
Asamankese Government Hospital,Hospital,5.8539806,-0.6786598,OSM,0.53,787180229,Hospital,46.36218956699231
Asesewa Government Hospital,Hospital,6.4017208,-0.146631,"OSM,HDX,healthsites",0.95,7330176585,Hospital,35.5173414599103
Ashaiman Community Hospital,Hospital,5.7108652,-0.0370839,"OSM,HDX,healthsites",0.81,4286153094,Hospital,70.78286855602579
Ashan,Hospital,6.8431504,-1.6487814,OSM,0.53,788119769,Hospital,37.320210844055474
Ashongman Community Hospital,Hospital,5.6853568,-0.2318106,OSM,0.53,786576008,Hospital,61.94030265365043
Asokore Ahmadiyya Hospital,Hospital,6.8448217,-1.3830389,OSM,0.63,1245797366,Hospital,23.1900301801926
Atasomanso hospital,Hospital,6.6521749,-1.6332336,"OSM,HDX,healthsites",0.82,10035656333,Hospital,52.24369810405288
Atibie Government Hospital,Hospital,6.5807467,-0.7340057,OSM,0.53,787198923,Hospital,52.55168407440345
Atlantis Hospital,Hospital,5.7185997,0.0087224,OSM,0.53,786574501,Hospital,73.50561410784239
Atorkor Clinic,Hospital,5.776355,0.8217025,OSM,0.53,785870852,Hospital,107.35920332870121
Atta Mills Clinical Teaching center,Hospital,5.1353499,-1.2646099,OSM,0.53,788122629,Hospital,148.83286362583476
Atta Quarshie Merton Memorial Hospital,Hospital,5.5619488,-0.2137769,"OSM,HDX,healthsites",0.81,8976806587,Hospital,75.38766118917317
Atua Government Hospital,Hospital,6.1196883,-0.0080317,OSM,0.53,1395327521,Hospital,44.939466385911096
Axim Governmenr Hospital,Hospital,4.8667635,-2.2378492,OSM,0.53,787154488,Hospital,147.99033871238717
Ayiresu Chip Compound,Hospital,5.6211389,-0.5218935,OSM,0.63,786941878,Hospital,64.85642560778038
Baptist Medical Center Nalerigu,Hospital,10.515869,-0.3640743,OSM,0.53,786246934,Hospital,51.61197298664374
Baptist Medical Centre,Hospital,10.5197849,-0.3646745,OSM,0.53,788136715,Hospital,51.70895583902883
Barnor Hospital,Hospital,5.5492639,-0.2411191,OSM,0.53,786508246,Hospital,75.74551200887623
Bawku Presbyterian Hospital,Hospital,11.0602425,-0.2329527,OSM,0.53,406732183,Hospital,100.59721634336825
Bechem Government Hospital,Hospital,7.0875431,-2.0304926,OSM,0.53,1056202980,Hospital,71.35140461983053
Bekwai Matenity,Hospital,6.4551686,-1.5786467,OSM,0.63,787124186,Hospital,69.63442586595563
Bekwai Municipal Hospital,Hospital,6.4560047,-1.5789526,OSM,0.63,787122176,Hospital,69.55680789811073
Bemuah Royal Hospital,Hospital,5.6459731,-0.1568956,"OSM,HDX,healthsites",0.81,10639721427,Hospital,69.40170400695764
Bemuah Royal Hospital,Hospital,5.6458487,-0.1567979,OSM,0.53,481195130,Hospital,69.41890276791345
Bengali Hospital,Hospital,5.6678409,-0.0202903,OSM,0.53,358330133,Hospital,75.64718523267854
Bethel Hospital,Hospital,5.6720403,-0.0193171,OSM,0.53,786572804,Hospital,75.35207567985375
Bibiani Government Hospital,Hospital,6.4564802,-2.3230746,OSM,0.63,553381087,Hospital,35.21932129064515
Bimbilla Hospital,Hospital,8.8578116,0.0551406,OSM,0.53,788120339,Hospital,117.43815297721845
Bodomase Clinic,Hospital,6.8898446,-1.2519242,"OSM,HDX,healthsites",0.92,8592856359,Hospital,23.44031511312244
Bole District Hospital,Hospital,9.0292647,-2.49718,OSM,0.53,786943905,Hospital,236.1951040587446
Bolgatanga Regional Hospital,Hospital,10.8061543,-0.861901,OSM,0.53,756279667,Hospital,51.18842339862317
Bontanga hospital,Hospital,9.5792913,-0.9950347,OSM,0.53,1182211466,Hospital,87.4730310228089
Breasted One Foundation,Hospital,5.6319195,-0.0146647,OSM,0.53,1383076685,Hospital,79.16739525793638
Bright Clinic,Hospital,5.8245101,0.0277869,OSM,0.53,1337086403,Hospital,67.10298018311174
Buterisa CHIPS Compound,Hospital,10.4810423,-1.2772783,"OSM,HDX,healthsites",0.81,1914665868,Hospital,53.95473582765087
C&J Medicare Hospital,Hospital,5.5535249,-0.2100966,OSM,0.53,788124254,Hospital,76.40247561553127
C&J Medicare Hospital and Diagnostic Center,Hospital,5.6243654,-0.0695604,OSM,0.53,786560555,Hospital,76.35239296025856
C4C,Hospital,4.9440653,-1.7522058,OSM,0.53,788123824,Hospital,159.1342040205503
CD SPECIALIST HOSPITAL,Hospital,6.6777774,-1.6352316,"OSM,HDX,healthsites",0.81,11400090880,Hospital,49.975698767511965
CHPS Compound,Hospital,6.3696878,-0.5306782,OSM,0.53,786508245,Hospital,20.697949485178945
CITI PHYSIOTHERAPY AND REHABILITATION CENTRE,Hospital,5.5374094,-0.4180654,"OSM,HDX",0.77,13274280982,Hospital,73.63770138835952
CMS,Hospital,6.3754238,0.8879399,HDX,0.53,8570257220,Hospital,81.2190733323401
CMS D'EDZI,Hospital,6.3879481,0.870291,HDX,0.53,8570246809,Hospital,79.08298854283836
CMS Dzolo,Hospital,6.3719528,0.8888628,HDX,0.53,9743635884,Hospital,81.3801302562541
CSPS,Hospital,10.4972009,-2.9105334,HDX,0.53,13534226587,Hospital,231.306358217214
CWC,Hospital,6.5483901,-0.8661785,OSM,0.53,452698167,Hospital,60.1699142842951
Cape Coast District Hospital,Hospital,5.1026091,-1.2589246,OSM,0.53,786159141,Hospital,151.34618357801082
Cape Coast Health And Wellness Center,Hospital,5.1084068,-1.2472647,"OSM,HDX,healthsites",0.81,13043166773,Hospital,150.0636198200307
Cape Coast Teaching Hospital,Hospital,5.1340712,-1.2660169,OSM,0.53,786182448,Hospital,149.04001130626887
Catholic Family Reproductive Health Program,Hospital,10.360317,-0.7959098,OSM,0.53,786247674,Hospital,1.6913673946097296
Cedars Medical Center,Hospital,5.6814361,-0.1984665,OSM,0.53,787188976,Hospital,63.83822197541941
Cedars Medical Center,Hospital,5.6793872,-0.1926961,OSM,0.53,787191829,Hospital,64.31916441918248
Central Aflao Hospital,Hospital,6.1152168,1.1689449,OSM,0.53,268779320,Hospital,118.76896999271025
Charia Health Center,Hospital,10.1102742,-2.5705982,OSM,0.63,1074648190,Hospital,195.36875576681712
Chereponi Hospital,Hospital,10.1306476,0.2866376,OSM,0.53,1470263723,Hospital,121.80741735522614
Chrispod Hospital,Hospital,5.6436094,-0.2319856,OSM,0.53,806130064,Hospital,66.22146095470102
Citadel Hospital,Hospital,5.5964844,-0.2168298,"OSM,HDX,healthsites",0.81,8070168590,Hospital,71.68910796816739
City of Hope Hospital,Hospital,5.6394615,-0.0566458,OSM,0.53,787645390,Hospital,75.76421097036133
Civil Service Polyclinic,Hospital,5.5510399,-0.1960103,OSM,0.53,439346942,Hospital,77.20669704541191
Clinic,Hospital,9.0853077,-1.8180639,OSM,0.53,614772758,Hospital,178.51751498803
Clinic,Hospital,9.0828765,-1.8266342,OSM,0.63,729389972,Hospital,179.31533842558176
Cocoa Clinic,Hospital,5.5717974,-0.2363327,OSM,0.53,786331457,Hospital,73.53773312787914
Comboni Hospital,Hospital,6.0024684,0.5850068,OSM,0.53,786595766,Hospital,71.23944269576332
County Hospital,Hospital,6.7262792,-1.6582381,OSM,0.53,590279173,Hospital,47.18218500735624
County Hospital,Hospital,6.7265479,-1.6582299,OSM,0.53,615856687,Hospital,47.15874364512399
Cross Care Hospital,Hospital,7.3497195,-2.3530028,OSM,0.53,787460478,Hospital,111.73406592053296
Cross Medical Centre,Hospital,7.0080504,-1.376056,OSM,0.63,506292206,Hospital,5.241809119393908
Cross Medical Centre,Hospital,7.0083949,-1.3759923,OSM,0.63,506292213,Hospital,5.20589413907815
DAKS Medical Center,Hospital,6.4566489,-2.3018646,OSM,0.53,665607745,Hospital,36.48117445983994
Damongo Health Centre,Hospital,9.0822717,-1.8182024,"OSM,HDX,healthsites",0.81,12484328105,Hospital,178.7898988432708
Damongo Health Centre,Hospital,9.0822819,-1.818583,"OSM,HDX,healthsites",0.81,12484328602,Hospital,178.8150273242875
Dawa CHPS compound,Hospital,5.8646901,0.28651,"OSM,HDX,healthsites",0.81,7877561279,Hospital,70.33744498608286
Dialysis Center,Hospital,5.5422583,-0.2291881,OSM,0.63,980615152,Hospital,76.8876335810739
Diare Health Center,Hospital,9.8775305,-0.8719139,OSM,0.53,554224617,Hospital,52.46590216598515
Dispensaire de Nyitoe,Hospital,6.6603381,0.650374,HDX,0.53,10564939822,Hospital,57.20384313773787
Divine Healthcare Hospital,Hospital,6.7568061,-1.651579,OSM,0.53,1197546137,Hospital,44.14286340689411
Divine Love Hospital,Hospital,6.4552584,-2.3168744,OSM,0.63,665592937,Hospital,35.45694053670444
Donkorkrom Presbyterian Hospital,Hospital,7.0486365,-0.0767851,"OSM,HDX,healthsites",0.82,8355047237,Hospital,67.35697741331586
Dr Grace Momfi Eye Hospital,Hospital,7.0538252,0.4268626,"OSM,HDX,healthsites",0.81,8917516454,Hospital,69.01251260752534
Dr. Beecham's Central Dansoman Clinic,Hospital,5.552274,-0.2622264,OSM,0.63,787121870,Hospital,74.75749303064445
Dr. Larbi Clinic,Hospital,7.4438905,-2.5935659,OSM,0.63,787135678,Hospital,140.07217496291562
ECG Hospital,Hospital,8.4572269,-0.0124025,OSM,0.53,1146828452,Hospital,72.89711900634197
Eastern Regional Hospital,Hospital,6.0977648,-0.2569788,OSM,0.53,478696524,Hospital,23.943621454948165
Effia Nkwanta Regional Hospital,Hospital,4.9239418,-1.7442462,OSM,0.53,786202107,Hospital,161.4993029063047
Effiduasi District Hospital,Hospital,6.8472847,-1.3935446,OSM,0.53,786327648,Hospital,22.93328866852219
Effutu Municipal Hospital,Hospital,5.3436292,-0.6226258,OSM,0.63,791992775,Hospital,96.98960287638374
Emergency Room Holy Family Hospital,Hospital,7.4449334,-2.586675,OSM,0.53,787184968,Hospital,139.50253713706633
Emmanuel Community Hospital,Hospital,5.6065334,-0.2375877,OSM,0.53,787491535,Hospital,69.85755062472033
Emmanuel Med Hospital,Hospital,6.6290534,0.4822035,OSM,0.53,1167556952,Hospital,38.623584098158155
Enchi Government Hospital,Hospital,5.8305012,-2.8213004,OSM,0.53,875374275,Hospital,53.864135419447514
Esidem Hospital,Hospital,5.6601762,-0.1549791,OSM,0.53,788135801,Hospital,68.11226168740444
Euracare,Hospital,5.570436,-0.1766637,OSM,0.53,787174959,Hospital,76.02369801967401
